ID,Key_Size,Protocol_Type,Key_Distribution,Enc_Latency,Dec_Latency,Throughput,Total_Latency,Packet_Loss,Bandwidth_Usage,RTT,Enc_Strength,Attack,Vulnerability,Attack_Success,IDS_Accuracy,Data_Volume,Data_Type_Variety,Data_Velocity,Complexity,Real_Time_Proc,CPU_Usage,Memory_Usage,Energy_Consumption,Optimization,Performance_Target,Latency_Throughput_Ratio,Security_Efficiency_Score,Key_Size_Redundant,Quantum_Entropy_Deviation,Photon_Count_Variability,Environmental_Decoherence_Index,Spectral_Noise_Floor,Hardware_Calibration_Residual,Resource_Criticality_Index,Enc_Latency_Phase_Modulation,Throughput_Log_Scalability,Attack_Success_Exponential_Risk,Data_Volume_Quadratic_Load,Bandwidth_Saturation_Angle,Classification_Uncertainty_Score,Noise_Category,Temporal_Drift_Coefficient,Latency_Throughput_Efficiency,Resource_Load_Composite,Security_Exposure_Index,Key_Data_Complexity_Index
1765,128,BB84,QKD,54.84179777,73.3261177,648.1575032,15.693058,1.564180505,99.59674914,112.6187825,Low,Side Channel,High,8.257619624,97.55073083,859.6334205,Audio,74.6062446,Structured,0,25.87333859,73.27931087,2.547990391,,Critical Performance,0.082012958,831.9545022,1023.968735,2.191721857,-0.091879696,1.781066109,0.906319628,-0.099752527,806.5163693,0.085562594,6.943730386,1.147704136,20.31185224,1.562645335,1.863440162,CAT_21,0.417417417,10681.84553,90.89781611,0.07464841,295.3873457
3012,512,BB84,Hybrid QKD,14.77115655,41.80889489,576.0423638,30.12199207,3.162657999,81.08175092,161.158619,High,Side Channel,High,1.377012526,85.82228402,851.1125089,Audio,22.83107744,Semi-Structured,1,61.22385384,19.61778731,0.960038234,,Critical Performance,0.100976899,861.3124942,127.8264079,-1.244580078,-0.189537693,1.758785502,-0.448070122,-0.776513223,-97.98641807,0.112060237,5.436232558,1.424566988,0.606941195,1.684462675,1.863440162,CAT_27,0.597597598,12654.29315,61.3504448,0.506216174,259.1737335
413,256,E91,Hybrid QKD,102.8473925,70.41409231,66.70190857,45.78119499,3.743158418,90.60216774,145.0919991,Medium,Quantum Attack,Medium,34.43024563,84.17106335,699.2378942,Audio,93.66415946,Semi-Structured,1,31.11874311,49.71067173,4.919350868,,Critical Performance,0.063530311,1364.713922,1024.040407,0.791231485,-0.002712516,0.665346756,0.659671799,0.259756144,334.7060157,0.958148315,6.710267768,0.955510299,11.3585921,1.588593955,1.85156528,CAT_10,0.416416416,42209.35839,111.5629606,0.4000784,208.8450504
4284,1024,E91,Hybrid QKD,17.97192814,103.4418975,636.6966917,46.32573513,3.162657999,97.60415137,123.2891063,Low,,Medium,37.73189488,87.06272343,635.2633841,Mixed,20.39578468,Structured,0,81.17282043,54.19895846,2.606070604,Caching,Low Performance,0.045161469,2184.198671,512.0674869,-1.234762209,-0.228520582,-0.318838498,-0.798435388,-0.15732086,869.7747226,0.819155221,6.649820741,1.33808866,159.0420664,1.641227595,1.989134329,CAT_25,0.236236236,24115.44494,81.29235135,0.031696264,371.4576354
1407,1024,BB84,Hybrid QKD,12.97600886,134.7687106,563.8815506,6.041807332,4.008152607,75.7231283,18.62925934,Low,Side Channel,,33.72720835,82.23128805,716.1090807,Text,71.9168788,Unstructured,1,89.03859472,11.9643246,3.01196712,Caching,Low Performance,0.107298775,742.6453297,1023.868946,-1.699289555,0.446145836,-0.272323461,-1.757011753,-1.005505686,947.6812347,-1.01961914,6.535493919,1.488154517,968.5036923,1.477899438,2.804289043,CAT_3,0.01001001,2248.173309,71.51519529,0.192065654,318.0066823
1658,1024,E91,Hybrid QKD,17.54051692,97.21019896,554.020869,23.19654549,3.326574786,82.23095125,190.2036986,Low,Side Channel,Medium,24.89214019,88.71119026,305.7641601,Text,50.6870837,Semi-Structured,0,52.36942359,63.67216438,4.69448492,Compression,Low Performance,1.10871154,564.5826163,128.1528208,-1.452714756,0.62329213,0.732171752,-3.129019611,-1.438418474,492.0298022,0.707516948,5.199647544,1.418540471,389.8297086,1.64250512,0.803279832,CAT_45,0.921921922,12703.4887,89.0987889,0.006455872,259.6620907
801,128,BB84,QKD,48.27408214,93.31038157,363.3444652,7.800201825,2.254891861,91.21536962,146.6830406,Low,Side Channel,High,48.40077565,98.99984846,994.4959752,Audio,4.673967363,Semi-Structured,1,82.82503798,45.88154439,3.684170624,Parallel Processing,Critical Performance,0.039903512,996.9692485,256.0256015,0.88772536,0.404712294,0.072941949,0.391993862,0.130939133,423.6615567,-0.242482641,5.820023191,1.159474623,17.41889792,1.49033433,2.666719994,CAT_11,0.766766767,1554.303538,89.31042243,0.240541959,301.958785
1288,128,E91,QKD,77.21847066,67.50741891,183.2972652,7.021599819,0.392239384,50.23491426,32.40755417,Low,Side Channel,Medium,15.21838862,91.99675321,418.7223086,Audio,21.45475401,Structured,1,30.1307234,64.2889141,4.825059966,Caching,Low Performance,0.056529839,430.5025305,127.879039,-0.595059947,-0.042753569,-1.190613509,-1.662350976,1.288696231,-981.5337305,0.36391617,4.37010485,1.52117471,45.51975845,1.440666814,0.815154714,CAT_16,0.657657658,20781.1512,143.2103665,0.20419027,299.6712468
2182,128,E91,Hybrid QKD,88.43097604,67.9696407,337.913483,45.04299999,3.310485679,69.09361348,171.0728569,Low,,High,57.5643214,90.60380168,842.4159573,Images,86.55647841,Semi-Structured,1,101.8092675,33.30404381,3.684170624,,Critical Performance,0.565716893,2404.886115,256.0438809,0.342249439,1.07617976,-0.429215653,-0.829321427,-0.044550334,314.1275319,-0.586479348,6.824753115,1.210520961,47.72994639,1.638133551,3.037419777,CAT_49,0.803803804,3238.488341,65.31141338,0.594614876,505.4913841
2588,256,E91,Hybrid QKD,18.40362134,43.46155185,362.8074603,31.59606182,0.400584873,93.21105051,147.059346,High,Side Channel,High,15.40919515,88.68813673,475.1088476,Audio,49.95409107,Structured,1,61.43627538,16.01205601,2.168331265,Parallel Processing,Low Performance,0.632138832,464.9951124,1024.037311,-1.116423185,0.189456743,-1.761751418,0.607832591,-0.760048873,619.9112183,-1.026790541,6.751998131,1.429737405,15.2856026,1.460060944,3.037419777,CAT_1,0.005005005,46400.06087,186.5296737,0.656918919,657.5483365
2615,128,SARG04,Post-Quantum,20.24482306,29.0062944,659.9868253,11.67321029,0.326541862,77.69705431,79.33428302,High,Man-in-the-Middle,,16.50791144,96.52952285,492.0385764,Images,95.28378677,Unstructured,0,47.09318961,28.62789153,2.950407013,Parallel Processing,Low Performance,0.125219783,1601.344295,127.7259009,-0.157335224,0.002901302,0.225121425,0.895990568,-1.356085786,642.9437947,1.039939364,6.125034586,1.140972846,752.594439,1.436679473,3.037419777,CAT_12,0.074074074,2883.783439,51.05406886,0.156106288,505.7722337
2318,256,BB84,QKD,57.55882799,89.19667457,363.4781189,3.826844791,1.777049234,87.57921799,30.02538507,Medium,Side Channel,High,1.796896449,97.28421713,512.2513897,Audio,72.70923062,Semi-Structured,1,32.82994753,30.67076729,3.060100617,,Critical Performance,0.055736297,1266.23256,1024.024333,1.081304356,0.425352607,-0.805213494,-0.942620099,-1.457637397,-289.446646,-0.081301003,5.882116102,1.246471905,902.6345846,1.791445106,3.037419777,CAT_11,0.356356356,35632.74585,65.02527917,0.616967276,235.6554653
256,512,BB84,Hybrid QKD,86.30873001,22.02742586,115.5736136,39.07124452,4.653597881,77.48490082,105.0383066,Medium,,,28.15879241,97.99736649,971.1398987,Audio,26.27664182,Unstructured,0,51.54567479,79.46175209,1.164791545,Parallel Processing,Low Performance,0.024099191,2543.053395,1023.970651,0.684251427,0.425352607,0.915407437,1.789222352,-0.103348848,-897.0192971,-0.481497685,6.921238126,1.567967846,277.4661971,1.488690793,3.037419777,CAT_22,0.415415415,17583.98187,112.9654497,0.433520258,491.1457486
4541,1024,BB84,Hybrid QKD,18.40362134,112.3347908,206.941957,18.3894305,2.422812826,88.52056102,173.9388587,Low,Side Channel,Medium,1.225882709,91.89524295,243.8291408,Text,46.35808968,Unstructured,1,98.20000368,63.59285965,2.624247627,Caching,Low Performance,0.050161353,483.6331622,512.1085136,0.983006055,-1.048205617,-0.196217899,-1.107312651,1.663175208,358.3936534,0.465735842,6.80671611,1.33176807,390.3641509,1.599241673,1.185854497,CAT_1,0.584584585,9217.861593,125.2864797,0.580886772,339.7997726
1729,128,E91,QKD,46.30942912,51.29345101,22.17914416,45.38386099,0.842312717,87.84177021,97.33398153,Low,,Low,76.18919406,94.68420755,844.4722946,Text,86.56306398,Semi-Structured,1,47.66204868,52.50936499,3.702227923,,Critical Performance,0.023859997,1854.367071,1024.07273,0.893661354,0.401224159,1.3334553,-0.962367435,1.190610625,-675.6955748,-0.666466402,6.938450239,1.32278464,13.8356251,1.532804803,0.815154714,CAT_20,0.009009009,8729.700539,96.73855929,0.233576916,198.8517222
1151,1024,SARG04,Post-Quantum,100.5665532,27.96209584,447.6351554,12.66614242,1.644322344,60.44422294,174.873784,High,Side Channel,High,79.1897223,87.17243185,898.2531248,Audio,20.99747137,Unstructured,1,41.37490161,38.27165774,4.919350868,Parallel Processing,Moderate Performance,0.07930396,768.3925897,1023.980503,-1.655317538,-2.912624011,0.085439305,-2.179398652,0.137732147,619.9112183,1.140351303,5.131147394,1.357464697,369.2211149,1.488006125,2.001009211,CAT_46,0.855855856,36245.91236,178.8937775,0.08763173,226.4839918
4144,128,BB84,Hybrid QKD,14.46352228,50.51938503,191.5109178,17.32513603,1.715868246,68.75892383,23.95729523,Medium,Man-in-the-Middle,Medium,36.83598288,83.31348704,162.1941604,Audio,19.13473562,Unstructured,1,94.89505596,52.53576346,2.45194362,,Critical Performance,0.154841262,3284.85328,1023.989642,-0.880687387,-0.441437769,-0.63647208,1.656171236,-0.894365067,-1707.760224,-0.710182875,5.028383815,1.571285281,209.7292904,1.659849628,1.048285448,CAT_12,0.640640641,18573.62335,99.33601192,0.260832344,698.1071475
647,128,E91,Hybrid QKD,43.68021307,127.1985274,763.4371968,14.52178681,4.482750729,70.2153474,66.62639369,High,Side Channel,High,15.07073047,82.78346197,820.7152606,Images,93.51914152,Unstructured,1,56.69553424,13.5125126,2.687249489,Caching,Critical Performance,0.051674209,2105.366481,256.0655854,-0.239668203,-0.395289713,0.472274914,-1.268630627,-0.77139385,-153.4213494,-0.255799545,6.9102216,1.411294492,2.540732164,1.689128587,2.804289043,CAT_2,0.672672673,10480.51033,99.33652611,0.568453674,432.438267
2908,128,SARG04,QKD,23.17747029,26.24886858,463.2240125,1.969730798,2.059358359,92.07576283,17.08181802,Medium,Side Channel,High,65.28111326,82.38455489,786.4755022,Text,26.87772865,Unstructured,1,68.21723717,54.98785634,2.382167468,,Critical Performance,0.05770582,1019.813531,127.978765,-0.768069397,1.097412757,-1.483562158,0.954208035,0.033632113,1120.907384,-0.903066844,6.543803669,1.506915249,806.0527705,1.274774487,1.618434546,CAT_42,0.711711712,30740.83058,117.4257255,0.078507365,805.6998251
1702,1024,B92,Hybrid QKD,154.7932013,114.5906816,475.8896353,37.78800887,3.159079425,65.54862199,183.8906191,Medium,Man-in-the-Middle,Medium,86.97316927,98.53678265,920.9951972,Text,50.77752665,Semi-Structured,0,82.4627182,44.11539544,4.700171415,,Low Performance,0.793943695,776.1602753,511.733957,0.648530077,0.056725454,-0.29301713,0.460129689,0.676628406,-2055.134763,-0.716152777,6.326831346,1.076714602,60.35369911,1.398013086,0.803279832,CAT_11,0.342342342,35175.79183,111.5845281,0.615153483,452.9679837
1881,1024,E91,QKD,109.4927603,74.11556823,637.4084949,11.42923328,3.726996726,70.43437404,74.61919571,High,Quantum Attack,,15.08148834,89.16061884,90.4371402,Text,83.56415057,Semi-Structured,1,90.91735807,68.45289335,3.087749888,Parallel Processing,Moderate Performance,0.108627001,1133.240048,1023.954779,-0.009690104,-1.216378604,-2.325070953,0.174995135,-1.070092896,473.1152777,1.032498434,6.876878845,1.439976397,203.8590184,1.648434704,0.0,CAT_34,0.343343343,31872.79251,105.3157505,0.475989466,303.9588018
3768,512,BB84,QKD,21.91595139,51.29345101,539.2251527,42.64804339,0.842312717,61.70475075,176.6545902,Low,Side Channel,Medium,62.97436533,86.04087828,341.4842115,Images,13.09500506,Unstructured,1,30.57233657,41.74606535,2.893285328,,Low Performance,0.133729836,1688.590503,1024.013982,0.925941538,0.109193671,1.255992532,-0.653700688,0.779834796,240.8641195,0.030065321,6.104428459,0.952520172,12.81400004,1.705687982,3.049294659,CAT_37,0.800800801,2618.601813,162.8998879,0.287007948,982.7547768
1315,128,BB84,QKD,146.392754,40.90038049,337.913483,43.53169067,2.889192445,52.06143574,153.1567756,High,Side Channel,High,22.7168761,90.13358305,665.0054941,Audio,79.84479645,Structured,1,107.2306328,54.56405134,3.462584006,,Low Performance,0.078357956,1854.367071,256.0655033,0.678692813,0.221849875,1.781066109,0.34769493,0.737816259,-824.6642804,0.644689712,6.581476648,1.618653463,744.3619514,1.735467672,3.037419777,CAT_2,0.754754755,24462.83074,92.50100279,0.511940645,856.3268644
2269,1024,E91,QKD,85.30089255,157.5195439,127.7063508,36.20035141,4.363594292,65.43927212,98.97373319,Medium,Man-in-the-Middle,Low,22.01100595,91.73488843,475.1088476,Mixed,43.690812,Semi-Structured,1,52.6398231,22.20036673,4.816810102,Parallel Processing,Low Performance,0.658003208,423.0669024,1023.941158,0.6075946,-0.212299895,1.135098359,0.857974648,-0.271024443,257.5686605,-0.612056607,6.81855476,1.544921954,378.4947996,1.683881009,2.666719994,CAT_26,0.756756757,55442.88344,87.44300182,0.424225214,347.9847268
1966,256,SARG04,Hybrid QKD,90.12328993,85.72233888,418.1953824,9.925537611,1.11711061,70.43437404,197.750479,High,,Medium,27.62931942,86.76135087,860.1232514,Audio,72.77549852,Semi-Structured,0,123.2102507,31.780626,24.90547296,Caching,Critical Performance,0.104745985,986.9587308,1023.924749,-0.539339518,0.133379791,0.603567554,0.082240653,0.837089292,-394.6861871,-0.548975686,6.725029798,1.062484119,635.9778086,1.529420112,0.815154714,CAT_16,0.364364364,5171.964264,72.26018736,0.476154588,107.465665
2465,128,SARG04,QKD,50.3212973,40.93392172,720.6209534,5.802988941,0.190123867,95.53663732,145.2523737,High,,,13.68511251,86.88471621,512.2513897,Images,3.884511943,Structured,1,59.36756171,68.91254141,0.985956609,Caching,Moderate Performance,0.067627847,2518.915503,127.9116829,-0.304654624,-0.438783309,-1.530566502,-1.199272072,-1.209581462,1218.421074,0.171812539,6.013061191,1.389655182,800.8137043,1.545937042,1.85156528,CAT_3,0.096096096,565.5754229,92.9666415,0.707327597,258.3040638
3855,1024,BB84,QKD,65.66696919,81.8049729,269.5255561,45.48075031,2.149369358,88.28752651,16.8007902,High,,High,59.43476311,84.60425078,142.0236498,Text,71.62985145,Semi-Structured,1,34.36619267,46.14236577,0.676998598,,Critical Performance,0.112665416,1920.42824,127.9466351,-0.593497931,1.370288645,-0.112546359,0.607832591,-0.171822697,-373.389885,-0.50661373,6.396134427,1.586245039,549.9643301,1.583703278,3.852574491,CAT_49,0.014014014,24229.55937,115.5274302,0.590258697,614.6740328
1350,256,B92,Hybrid QKD,82.42979842,19.58678677,404.3341387,36.07649307,3.432691134,95.52000659,86.01939866,Medium,Side Channel,Low,8.051944157,88.50754385,588.0554461,Images,52.51369012,Semi-Structured,1,100.7522359,76.85211349,4.680851588,,Critical Performance,0.122046534,144.9573905,1024.083747,-1.144830796,0.743231086,1.658942492,0.535428938,-1.151185276,-193.7248037,0.290395448,6.602544772,1.378524275,95.68938234,1.585309302,0.0,CAT_2,0.298298298,30233.29104,112.3718651,0.004665062,206.1526664
3296,128,B92,Hybrid QKD,98.78950459,12.26392557,105.744221,42.93287446,3.42477339,83.75900931,191.1452901,High,Side Channel,Medium,50.03169657,87.05260169,117.4052622,Audio,86.97354549,Unstructured,1,63.47371101,47.07434945,2.410979484,,Low Performance,0.08559546,795.876524,1024.083747,-1.662961685,1.055012932,1.158579457,-0.263914686,-2.12664144,995.5301846,-1.02880291,5.261095389,1.467656355,188.3042821,1.515025163,2.234139945,CAT_6,0.896896897,14312.60337,70.4895847,0.379220779,241.2466037
112,1024,SARG04,Post-Quantum,102.3092818,26.90861683,324.2734939,17.90320473,2.351702627,77.61895868,161.158619,High,Side Channel,High,12.95635674,89.16061884,801.9825234,Text,89.91185684,Unstructured,0,117.7818417,31.88982737,2.759240126,Parallel Processing,High Performance,0.826781501,763.8034081,255.9194482,-0.430685253,1.647158282,-1.261524655,1.76185271,1.183557583,1726.978837,-0.748579263,5.406069319,1.611457573,262.4491213,1.607291378,0.803279832,CAT_42,0.896896897,50046.8024,86.25349533,0.063160682,351.3152055
3133,1024,E91,Hybrid QKD,13.4269323,85.01781694,613.6543502,46.64649903,2.58697081,73.64188408,81.38507375,Low,Man-in-the-Middle,Medium,12.13916423,84.06695924,890.0834354,Text,28.39562999,Structured,0,50.4692674,43.02342468,4.58885652,Parallel Processing,Low Performance,0.061501067,643.4106065,127.9826947,-0.75936552,1.39599905,-0.07985631,0.864406427,0.859102082,-1056.495436,0.30651987,4.235199724,1.552750149,68.15325968,1.530442596,1.863440162,CAT_32,0.837837838,26022.35315,119.2269746,0.498756862,196.3128233
263,128,BB84,Post-Quantum,58.05383552,9.721918515,165.4697156,16.04293733,3.282044504,78.51189644,120.1626439,Low,Side Channel,High,46.50186749,86.97182767,139.0949107,Audio,59.3882798,Semi-Structured,1,42.9421637,30.26078363,2.243066254,Caching,High Performance,0.07557039,3809.299276,128.0543626,2.378135822,0.020836368,0.964133996,0.876946558,0.877441895,357.4797518,-0.471147625,5.788946988,1.13977012,234.887752,1.753017271,2.804289043,CAT_7,0.403403403,13903.06487,105.9987347,0.020744109,284.857905
1393,128,BB84,QKD,42.52034359,25.22977947,59.48182996,27.92303239,2.979493668,50.52418267,181.42415,Medium,Side Channel,Low,75.77195627,99.25013912,882.3441748,Images,93.31898253,Semi-Structured,1,121.6382753,28.03532147,3.589579551,Caching,Critical Performance,0.03062814,193.7037347,255.9738428,1.345492089,1.135703383,-0.3450248,0.996095325,-1.1177125,-1269.178206,0.624627978,6.646395828,1.503352531,863.6012913,1.590144672,0.0,CAT_13,0.770770771,45821.86282,129.052006,0.077547777,520.3456761
1878,1024,SARG04,Post-Quantum,53.97997316,129.0466631,522.0600524,15.35068949,3.505870946,91.09369449,93.88506154,Low,Side Channel,Medium,56.69553811,94.72520282,557.2157422,Images,94.8078727,Unstructured,1,47.09318961,74.8302086,3.814015012,Compression,Critical Performance,0.12061131,973.4521323,1024.071232,1.154444314,0.57233473,-0.358350063,-1.33048064,-0.812189764,-543.9954267,0.561487803,6.087938466,1.439976397,407.4860482,1.791445106,2.666719994,CAT_39,0.615615616,814.7587233,119.872408,0.391440666,338.7438285
1186,128,BB84,Post-Quantum,129.2428872,28.55426488,788.9070877,6.055256356,0.494333967,65.43927212,123.2742135,Medium,Man-in-the-Middle,Medium,25.38955613,88.08241641,774.189096,Text,24.66321114,Structured,0,95.9677675,45.61234801,1.772427714,Caching,Low Performance,0.057257815,128.0093824,511.9781524,0.82469735,-0.41866641,1.144403185,0.928896006,-0.041361385,422.7352543,-0.856852599,6.136339935,1.246181485,943.1845475,1.457764887,0.0,CAT_8,0.495495495,6952.710328,89.11917777,0.434436791,886.4498306
3071,256,E91,QKD,15.81561133,49.80344699,129.1780125,20.64976863,0.268998804,65.82898934,30.88415635,Low,Side Channel,Low,5.726720715,83.87991496,875.5813657,Text,64.09109162,Structured,1,85.3588293,33.95669228,0.695211047,Caching,Low Performance,0.079913281,234.7929818,127.919482,-0.600548313,0.084126129,-1.163397286,0.906319628,1.100594427,471.0790557,1.121009626,6.199027719,0.651242677,94.84131207,1.693004646,1.048285448,CAT_44,0.658658659,17541.57852,95.22362153,0.244168471,275.0696115
56,1024,BB84,QKD,67.66701546,52.07494447,502.4895462,35.88006264,3.917890579,96.93303834,160.6333824,Low,Side Channel,,34.77651829,98.21445612,638.7819655,Mixed,89.91185684,Semi-Structured,0,106.708609,15.14483109,3.804143976,,Low Performance,0.082694093,115.1244732,255.8838726,0.436605248,0.557690101,-2.261686189,-0.985186012,0.301704827,439.3318343,1.01895077,3.580917479,1.046284543,912.9068678,1.687809481,3.037419777,CAT_39,0.025025025,11351.67352,123.956042,0.08763173,577.5292082
1309,256,BB84,Hybrid QKD,114.6210031,70.91217286,564.9649444,35.21265585,0.406112732,52.20725735,16.16559969,High,Side Channel,High,5.979266677,85.6917862,526.7531355,Mixed,30.1826327,Structured,1,76.46809774,35.39609284,1.96644151,Caching,Critical Performance,0.120723491,1808.857734,256.2068659,-0.022079812,0.264587422,2.339557988,-1.757011753,-0.111647836,698.6698173,1.062052081,5.9805129,1.506921495,416.7684277,1.641592164,1.185854497,CAT_4,0.765765766,5075.228792,78.44571669,0.141252182,652.1195902
695,512,BB84,Hybrid QKD,58.65867907,86.90659833,18.08393195,41.41980612,1.497402148,77.21940521,132.740092,Low,Man-in-the-Middle,Medium,24.73167328,89.77796391,598.8595558,Text,2.561961231,Structured,0,25.86876649,64.56052612,1.061480063,,Critical Performance,0.063530311,768.437484,128.119029,0.309626738,0.176094623,0.848526593,0.624809327,-0.96343178,715.8021412,-0.558498904,6.639985804,1.092852688,542.1225043,1.561268435,3.852574491,CAT_46,0.247247247,33971.50477,152.4127581,0.589490963,264.3564923
